Entity Name,Entity ID,Fiscal Year,Annual Required Contributions (ARC),Contributions Made,Percentage of ARC Recognized (%)
Golden Gate Transit District Amalgamated Retirement Plan,7144,20122013,6698315,3585237,54%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20112012,6467283,3392754,52%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20102011,5677071,3429679,60%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20092010,4552534,3383424,74%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20082009,3912888,2918755,75%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20072008,3716643,2865664,77%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20062007,3615993,2713581,75%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20052006,3513388,2682915,76%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20042005,3724812,2711704,73%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20032004,4294238,2990733,70%
Golden Gate Transit District Amalgamated Retirement Plan,7144,20022003,0,0,0%
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20132014,,111056,NULL
Judges' Retirement System I,7205,20072008,623500000,163206000,26%
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20122013,204465,204465,100%
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20112012,,223851,NULL
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20102011,,237508,NULL
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20092010,,217806,NULL
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20082009,,268060,NULL
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20072008,,250402,100%
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20062007,,238050,NULL
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20052006,,217130,NULL
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20042005,0,216719,NULL
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20032004,0,211237,100%
Grossmont-Cuyamaca Community College District Pension Eligible Alternative Plan,8735,20022003,0,208991,NULL
Home Gardens Sanitary District Pension Plan,7157,20152016,37119,37119,100%
Home Gardens Sanitary District Pension Plan,7157,20142015,32227,32227,100%
Home Gardens Sanitary District Pension Plan,7157,20132014,32227,32227,100%
Home Gardens Sanitary District Pension Plan,7157,20122013,31287,31287,100%
Home Gardens Sanitary District Pension Plan,7157,20112012,29493,29493,100%
Home Gardens Sanitary District Pension Plan,7157,20092010,28634,28634,100%
Home Gardens Sanitary District Pension Plan,7157,20082009,0,32106,NULL
Home Gardens Sanitary District Pension Plan,7157,20072008,,25972,NULL
Home Gardens Sanitary District Pension Plan,7157,20062007,,24804,NULL
Home Gardens Sanitary District Pension Plan,7157,20052006,23623,23623,100%
Home Gardens Sanitary District Pension Plan,7157,20042005,,22287,NULL
Home Gardens Sanitary District Pension Plan,7157,20032004,13607,13607,100%
Home Gardens Sanitary District Pension Plan,7157,20022003,12849,12849,100%
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20152016,,1547458,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20142015,,891080,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20132014,,832908,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20122013,,1155315,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20112012,,887713,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20102011,,1723505,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20092010,0,1569566,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20082009,0,531039,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20072008,,560635,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20062007,,553172,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20052006,,1338595,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20042005,,530108,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20032004,,479913,NULL
Housing Authority of the County of Tulare Defined Contribution Pension Plan,8595,20022003,,0,NULL
Imperial County Employees' Retirement System,7261,20152016,21000000,20506786,98%
Imperial County Employees' Retirement System,7261,20142015,18000000,18458585,103%
Imperial County Employees' Retirement System,7261,20132014,17000000,17045429,100%
Imperial County Employees' Retirement System,7261,20122013,16000000,16082961,101%
Imperial County Employees' Retirement System,7261,20112012,17831000,12673237,71%
Imperial County Employees' Retirement System,7261,20102011,12835000,12982633,101%
Imperial County Employees' Retirement System,7261,20092010,12406000,12362022,100%
Imperial County Employees' Retirement System,7261,20072008,8357742,9044902,108%
Imperial County Employees' Retirement System,7261,20062007,8357742,8409794,101%
Imperial County Employees' Retirement System,7261,20052006,5443569,5487243,101%
Imperial County Employees' Retirement System,7261,20042005,5922190,5922190,100%
Imperial County Employees' Retirement System,7261,20032004,6361718,6361718,100%
Imperial County Employees' Retirement System,7261,20022003,7139513,39420606,552%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20152016,7932171,7932171,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20142015,7449025,7449025,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20132014,6974445,6974445,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20122013,6441698,6441698,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20112012,6721955,6721955,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20102011,6805502,6805502,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20092010,6345786,6345786,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20082009,6031286,6031286,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20072008,5642236,5642236,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20062007,5174120,5174120,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20052006,4736843,4736843,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20042005,4494769,4296088,96%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20032004,3972104,3972104,100%
Imperial Irrigation District Employee Pension Plan (DCP),8536,20022003,0,4053566,NULL
Judges' Retirement System I,7205,20152016,227342000,192287000,85%
Judges' Retirement System I,7205,20142015,225157000,180910000,80%
Judges' Retirement System I,7205,20132014,1569630000,191148000,12%
Judges' Retirement System I,7205,20122013,1467053000,161945000,11%
Judges' Retirement System I,7205,20112012,1366702000,196402000,14%
Judges' Retirement System I,7205,20102011,1262447000,167302000,13%
Judges' Retirement System I,7205,20062007,200115730,131372000,66%
Judges' Retirement System I,7205,20052006,194928000,120576000,62%
Judges' Retirement System I,7205,20042005,189950000,127078000,67%
Judges' Retirement System I,7205,20032004,194487295,107318000,55%
Judges' Retirement System I,7205,20022003,189781088,98585000,52%
Judges' Retirement System II,7206,20152016,58362000,65839000,113%
Judges' Retirement System II,7206,20142015,63193000,65629000,104%
Judges' Retirement System II,7206,20132014,55538000,57027000,103%
Judges' Retirement System II,7206,20122013,55639000,54025000,97%
Judges' Retirement System II,7206,20112012,53144000,53711000,101%
Judges' Retirement System II,7206,20102011,50949000,53863000,106%
Judges' Retirement System II,7206,20092010,44759000,42589000,95%
Judges' Retirement System II,7206,20082009,42900000,39514000,92%
Judges' Retirement System II,7206,20072008,31700000,36761000,116%
Judges' Retirement System II,7206,20062007,28506000,27062000,95%
Judges' Retirement System II,7206,20052006,25477158,24069000,94%
Judges' Retirement System II,7206,20042005,22819881,21195000,93%
Judges' Retirement System II,7206,20032004,18207531,18240000,100%
Judges' Retirement System II,7206,20022003,16640312,15323000,92%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20152016,3223884,5000001,155%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20142015,2672587,3720167,139%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20132014,3971905,4058364,102%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20122013,4093248,4094618,100%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20112012,2233412,2234786,100%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20102011,11324298,11325664,100%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20092010,12909875,12911247,100%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20082009,10089712,10091082,100%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20072008,8612952,9341143,108%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20062007,8117732,8341816,103%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20052006,8263416,8256050,100%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20042005,7945781,7938413,100%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20032004,7843875,7732646,99%
Kaweah Delta Hospital District Employees' Retirement Plan,7149,20022003,6864100,7409000,108%
Kern County Employees' Retirement Association,7262,20152016,234714000,234714000,100%
Kern County Employees' Retirement Association,7262,20142015,215477000,215477000,100%
Kern County Employees' Retirement Association,7262,20132014,220393000,220393000,100%
Kern County Employees' Retirement Association,7262,20122013,211677000,211677000,100%
Kern County Employees' Retirement Association,7262,20112012,189837000,189837000,100%
Kern County Employees' Retirement Association,7262,20102011,177444000,177444000,100%
Kern County Employees' Retirement Association,7262,20092010,151127000,151127000,100%
Kern County Employees' Retirement Association,7262,20082009,138814789,138814789,100%
Kern County Employees' Retirement Association,7262,20072008,137263637,137263673,100%
Kern County Employees' Retirement Association,7262,20062007,128134672,128134672,100%
Kern County Employees' Retirement Association,7262,20052006,100734230,100734230,100%
Kern County Employees' Retirement Association,7262,20042005,60268141,60268141,100%
Kern County Employees' Retirement Association,7262,20032004,48759946,48759946,100%
Kern County Employees' Retirement Association,7262,20022003,58246723,343338853,589%
La Canada Irrigation District Employees' Pension Plan,7192,20152016,0,82927,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20142015,0,82579,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20132014,0,80347,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20122013,,74541,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20112012,0,76404,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20102011,0,70693,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20092010,,59440,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20082009,,57232,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20072008,,61516,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20062007,,56281,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20052006,,40773,100%
La Canada Irrigation District Employees' Pension Plan,7192,20042005,,44893,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20032004,,42801,NULL
La Canada Irrigation District Employees' Pension Plan,7192,20022003,,40950,NULL
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20152016,36370,36370,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20142015,35938,35938,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20132014,33796,33796,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20122013,33796,17933,53%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20112012,19296,19296,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20102011,,17366,NULL
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20092010,16782,16782,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20082009,0,16210,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20072008,16543,16542,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20062007,,22748,NULL
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20052006,19737,19737,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20042005,17203,17203,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20032004,17415,17415,100%
Lakeside Irrigation Water District Money Purchase Pension and Trust,7171,20022003,,16493,NULL
San Diego Supplemental Pension Savings Plan,7254,20072008,0,23253476,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20152016,,219149,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20142015,,147878,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20132014,,144872,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20122013,,168556,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20112012,,208032,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20102011,,152012,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20092010,0,221333,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20082009,,167949,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20072008,0,237365,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20062007,0,177406,NULL
Leadership Public Schools 401(a) Retirement Plan,9575,20052006,0,170936,NULL
Legislators' Retirement System,7207,20152016,141000,549000,389%
Legislators' Retirement System,7207,20142015,260000,590000,227%
Legislators' Retirement System,7207,20132014,33000,565000,1712%
Legislators' Retirement System,7207,20122013,129524,80000,62%
Legislators' Retirement System,7207,20112012,0,0,0%
Legislators' Retirement System,7207,20102011,,0,NULL
Legislators' Retirement System,7207,20092010,,0,NULL
Los Angeles City Employees' Retirement System,7237,20132014,357649232,357818232,100%
Legislators' Retirement System,7207,20082009,,0,NULL
Legislators' Retirement System,7207,20072008,0,0,NULL
Legislators' Retirement System,7207,20062007,0,0,NULL
Legislators' Retirement System,7207,20052006,0,0,NULL
Legislators' Retirement System,7207,20042005,0,0,NULL
Legislators' Retirement System,7207,20032004,0,0,NULL
Legislators' Retirement System,7207,20022003,0,0,0%
Liberty Rural County Fire Protection District Pension and Trust,7146,20152016,30519,29136,95%
Liberty Rural County Fire Protection District Pension and Trust,7146,20132014,30728,30728,100%
Liberty Rural County Fire Protection District Pension and Trust,7146,20112012,,55943,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20102011,,900,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20092010,,0,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20082009,,9319,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20072008,,19112,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20062007,,10743,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20052006,,14413,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20042005,,14125,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20032004,,10511,NULL
Liberty Rural County Fire Protection District Pension and Trust,7146,20022003,0,9919,NULL
Lindmore Irrigation District Employees Pension Plan,10358,20152016,44241,44242,100%
Lindmore Irrigation District Employees Pension Plan,10358,20142015,53665,53665,100%
Lindmore Irrigation District Employees Pension Plan,10358,20132014,57395,57395,100%
Lindmore Irrigation District Employees Pension Plan,10358,20122013,,50434,NULL
Lindmore Irrigation District Employees Pension Plan,10358,20112012,48037,48037,100%
Lindmore Irrigation District Employees Pension Plan,10358,20102011,52035,52035,100%
Lindmore Irrigation District Employees Pension Plan,10358,20092010,50661,50661,100%
Lindmore Irrigation District Employees Pension Plan,10358,20082009,,388062,NULL
Lindmore Irrigation District Employees' Money Purchase Pension Plan,7197,20082009,,0,NULL
Lindmore Irrigation District Employees' Money Purchase Pension Plan,7197,20072008,0,27970,NULL
Lindmore Irrigation District Employees' Money Purchase Pension Plan,7197,20062007,,45699,NULL
Lindmore Irrigation District Employees' Money Purchase Pension Plan,7197,20052006,,43891,NULL
Lindmore Irrigation District Employees' Money Purchase Pension Plan,7197,20042005,0,42942,NULL
Lindmore Irrigation District Employees' Money Purchase Pension Plan,7197,20032004,,41836,NULL
Lindmore Irrigation District Employees' Money Purchase Pension Plan,7197,20022003,,39958,NULL
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20152016,2000708,4287686,214%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20142015,2605222,4788403,184%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20132014,2484256,3089394,124%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20122013,1886343,2244185,119%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20112012,1632231,1269887,78%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20102011,2041763,2210493,108%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20092010,1964523,2122864,108%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20082009,1582975,1618352,102%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20072008,1202609,1209409,101%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20062007,1006587,1371785,136%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20052006,1060300,1220567,115%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20042005,1052894,1084390,103%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20032004,1194982,1217835,102%
Long Beach Public Transportation Company Retirement Plan -  Salaried Employees,7199,20022003,1241173,1961344,158%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20152016,3439288,3439288,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20142015,3097650,3097650,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20132014,4763313,3326307,70%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20122013,3714988,2572888,69%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20112012,1688703,2099802,124%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20102011,3791200,3791200,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20092010,4111605,4111605,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20082009,3048814,3048814,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20072008,2661268,2661268,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20062007,2777353,2777353,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20052006,2055584,2055584,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20042005,1910696,1910696,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20032004,2099246,2099246,100%
Long Beach Public Transportation Company Retirement Plan - Contract Employees,7198,20022003,1908129,1908129,100%
Los Angeles City Employees' Retirement System,7237,20152016,440546011,440704011,100%
Los Angeles City Employees' Retirement System,7237,20142015,381140923,381298923,100%
Los Angeles City Employees' Retirement System,7237,20122013,346180852,346349852,100%
Los Angeles City Employees' Retirement System,7237,20112012,308539905,308711905,100%
Los Angeles City Employees' Retirement System,7237,20102011,303560953,306737227,101%
Los Angeles City Employees' Retirement System,7237,20092010,258642795,266239912,103%
Los Angeles City Employees' Retirement System,7237,20082009,274554786,288515751,105%
Los Angeles City Employees' Retirement System,7237,20072008,288119041,302809778,105%
Los Angeles City Employees' Retirement System,7237,20062007,277516400,293159780,106%
Los Angeles City Employees' Retirement System,7237,20052006,227740660,244283118,107%
Los Angeles City Employees' Retirement System,7237,20042005,183241489,175946978,96%
Los Angeles City Employees' Retirement System,7237,20032004,159083407,120056923,75%
Los Angeles City Employees' Retirement System,7237,20022003,51604669,70923203,137%
Los Angeles County Employees' Retirement Association,7263,20152016,1443129808,1443129898,100%
Los Angeles County Employees' Retirement Association,7263,20142015,1494975400,1494975013,100%
Los Angeles County Employees' Retirement Association,7263,20132014,1320442053,1320442053,100%
Los Angeles County Employees' Retirement Association,7263,20122013,1172014242,723195470,62%
Los Angeles County Employees' Retirement Association,7263,20112012,1078929447,1078929447,100%
Los Angeles County Employees' Retirement Association,7263,20102011,944174184,944174184,100%
Los Angeles County Employees' Retirement Association,7263,20092010,843703699,843703671,100%
Los Angeles County Employees' Retirement Association,7263,20082009,847171799,831671334,98%
Los Angeles County Employees' Retirement Association,7263,20072008,827911046,788029042,95%
Los Angeles County Employees' Retirement Association,7263,20062007,863626040,751928265,87%
Los Angeles County Employees' Retirement Association,7263,20052006,855531843,676666486,79%
Los Angeles County Employees' Retirement Association,7263,20042005,750352003,527810191,70%
Los Angeles County Employees' Retirement Association,7263,20032004,521978000,395108848,76%
Los Angeles County Employees' Retirement Association,7263,20022003,518922014,325523760,63%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20152016,1638343,2346810,143%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20142015,1454635,2324656,160%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20132014,1964335,2771520,141%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20122013,1815603,3239767,178%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20112012,1349528,1509403,112%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20102011,1253444,1469412,117%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20092010,1580804,1829816,116%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20082009,1178688,1400852,119%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20072008,1120547,1348505,120%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20062007,1525454,1590553,104%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20052006,1104699,1717194,155%
Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan,9235,20042005,1495342,249224,17%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20152016,22781352,22608983,99%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20142015,21256604,20798697,98%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20132014,20125777,19756378,98%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20122013,18663310,18456056,99%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20112012,16721579,16590130,99%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20102011,17069677,16775309,98%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20092010,16751689,16654859,99%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20082009,13638122,14381288,105%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20072008,14541370,14506037,100%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20062007,14291765,14267070,100%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20052006,13159126,13106384,100%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20042005,13159126,13396576,102%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20032004,13255887,13268114,100%
Los Angeles County Transportation Authority Maintenance Employees' Retirement System,7161,20022003,11801000,11675197,99%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20152016,4531296,5173632,114%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20142015,4186481,4874137,116%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20132014,5073819,5749026,113%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20122013,4784870,5552156,116%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20112012,3114212,3720888,119%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20102011,2515249,3374163,134%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20092010,3619980,4423158,122%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20082009,2287597,3103142,136%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20072008,2651989,3570493,135%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20062007,2848539,3532161,124%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20052006,1741821,2341678,134%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20042005,1741821,4488980,258%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20032004,3201362,4094034,128%
Los Angeles County Transportation Authority Non-Contract Employees' Retirement System,7162,20022003,1555000,2444351,157%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20152016,5615028,5492480,98%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20142015,4740825,4600126,97%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20132014,5466116,5344024,98%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20122013,5269789,4990840,95%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20112012,4144962,4021599,97%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20102011,4040221,3602459,89%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20092010,4638549,4422535,95%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20082009,2479998,2286123,92%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20072008,2446064,2349686,96%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20062007,2952001,2926703,99%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20052006,2396619,2327262,97%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20042005,2396619,2234037,93%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20032004,2516749,2311223,92%
Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System,7160,20022003,1859439,1665120,90%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20152016,21369361,20313475,95%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20142015,19780797,18821726,95%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20132014,23567900,22576999,96%
Marin County Employees' Retirement Association,7264,20022003,134960478,134960478,100%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20122013,24103625,22398378,93%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20112012,20379261,19867524,97%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20102011,20310744,19991199,98%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20092010,23230062,22490716,97%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20082009,14715788,13896976,94%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20072008,14495568,13766511,95%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20062007,16092241,15489101,96%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20052006,14085394,13082707,93%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20042005,14085394,13030026,93%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20032004,15622755,12913128,83%
Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System,7163,20022003,13477689,12908295,96%
Madera Irrigation District 401(k) Pension Plan,8295,20152016,183470,183470,100%
Madera Irrigation District 401(k) Pension Plan,8295,20142015,194201,194201,100%
Madera Irrigation District 401(k) Pension Plan,8295,20132014,192825,192825,100%
Madera Irrigation District 401(k) Pension Plan,8295,20122013,135891,135891,100%
Madera Irrigation District 401(k) Pension Plan,8295,20112012,156768,156768,100%
Madera Irrigation District 401(k) Pension Plan,8295,20102011,146547,146547,100%
Madera Irrigation District 401(k) Pension Plan,8295,20092010,127069,127069,100%
Madera Irrigation District 401(k) Pension Plan,8295,20082009,83031,83031,100%
Madera Irrigation District 401(k) Pension Plan,8295,20072008,78308,78308,100%
